28055726, 0.00003773414
14048316, 0.019305814
7035282, 0.114659466
3523802, 0.7451144
1765342, 1.4944073
885468, 1.5420319
446626, 1.7319849
229504, 2.9554348
120376, 6.4520607
64362, 14.03379
35274, 36.176163
19506, 67.25866
11058, 114.080864
6228, 248.17036
3634, 365.39465
2248, 732.0769
1168, 893.8282
586, 905.4585
